Store_Dept_Date,Weekly_Sales
18_72_2013-07-26,39589.3502
18_74_2013-07-26,23133.5985
18_79_2013-07-26,21033.476
18_80_2013-07-26,600.7434
18_81_2013-07-26,12050.7238
18_82_2013-07-26,16674.5904
18_83_2013-07-26,1568.9891
18_85_2013-07-26,2054.7326
18_87_2013-07-26,17968.1867
18_90_2013-07-26,23772.4844
18_91_2013-07-26,20708.4639
18_92_2013-07-26,59031.1191
18_93_2013-07-26,3474.2804
18_94_2013-07-26,6224.2403
18_95_2013-07-26,61032.1101
18_97_2013-07-26,6800.1233
18_98_2013-07-26,1648.6833
19_1_2012-11-02,42245.6232
19_2_2012-11-02,50193.4271
19_3_2012-11-02,12256.426
19_4_2012-11-02,31420.5955
19_5_2012-11-02,34520.3024
19_6_2012-11-02,5003.8439
19_7_2012-11-02,40149.243
19_8_2012-11-02,44455.9789
19_9_2012-11-02,37183.8772
19_10_2012-11-02,30368.4411
19_11_2012-11-02,19596.443
19_12_2012-11-02,5947.6023
19_13_2012-11-02,33898.5951
19_14_2012-11-02,19832.7279
19_16_2012-11-02,6525.2203
19_17_2012-11-02,18299.9238
19_18_2012-11-02,22042.2233
19_20_2012-11-02,5820.869
19_21_2012-11-02,7266.5467
19_22_2012-11-02,12272.439
19_23_2012-11-02,30048.0323
19_24_2012-11-02,7041.7722
19_25_2012-11-02,12858.7047
19_26_2012-11-02,8833.8793
19_27_2012-11-02,3144.4929
19_28_2012-11-02,1139.9844
19_29_2012-11-02,6327.5378
19_30_2012-11-02,3243.3519
19_31_2012-11-02,4050.6123
19_32_2012-11-02,6919.9956
19_33_2012-11-02,6494.8066
19_34_2012-11-02,14832.4994
19_35_2012-11-02,2868.5588
19_36_2012-11-02,2003.2467
19_37_2012-11-02,3515.251
19_38_2012-11-02,77423.0445
19_39_2012-11-02,10.3204
19_40_2012-11-02,55078.8188
19_41_2012-11-02,4436.954
19_42_2012-11-02,7045.2712
19_44_2012-11-02,6289.5133
19_46_2012-11-02,19110.4751
19_49_2012-11-02,4819.8922
19_50_2012-11-02,1025.955
19_52_2012-11-02,1796.7344
19_54_2012-11-02,89.455
19_55_2012-11-02,18104.2577
19_56_2012-11-02,1024.8889
19_58_2012-11-02,4743.02
19_59_2012-11-02,489.1329
19_60_2012-11-02,525.5229
19_67_2012-11-02,11591.8541
19_71_2012-11-02,7409.0002
19_72_2012-11-02,71562.7068
19_74_2012-11-02,18495.808
19_79_2012-11-02,20359.827
19_80_2012-11-02,21340.2307
19_81_2012-11-02,21533.5519
19_82_2012-11-02,24201.8197
19_83_2012-11-02,3722.9023
19_85_2012-11-02,4339.7299
19_87_2012-11-02,19515.7535
19_90_2012-11-02,71921.5888
19_91_2012-11-02,50775.8701
19_92_2012-11-02,99854.8344
19_93_2012-11-02,37923.6193
19_94_2012-11-02,30973.1919
19_95_2012-11-02,88066.545
19_96_2012-11-02,13293.0256
19_97_2012-11-02,17907.4238
19_98_2012-11-02,12494.2254
19_99_2012-11-02,288.1721
19_1_2012-11-09,22940.5829
19_2_2012-11-09,50339.3444
19_3_2012-11-09,12205.3336
19_4_2012-11-09,31715.6647
19_5_2012-11-09,43588.3677
19_6_2012-11-09,5088.8437
19_7_2012-11-09,40666.4351
19_8_2012-11-09,45358.2295
19_9_2012-11-09,33284.6608
19_10_2012-11-09,31546.3139
19_11_2012-11-09,22250.993
19_12_2012-11-09,4696.9713
19_13_2012-11-09,32857.2703
19_14_2012-11-09,20282.9522
19_16_2012-11-09,8171.3319
19_17_2012-11-09,18592.0946
19_18_2012-11-09,20131.2194
19_19_2012-11-09,172.2949
19_20_2012-11-09,5823.1571
19_21_2012-11-09,7309.9616
19_22_2012-11-09,13295.9695
19_23_2012-11-09,34425.8723
19_24_2012-11-09,6719.3847
19_25_2012-11-09,12135.2956
19_26_2012-11-09,10775.1054
19_27_2012-11-09,3516.6276
19_28_2012-11-09,1261.3784
19_29_2012-11-09,7006.256
19_30_2012-11-09,3263.3921
19_31_2012-11-09,3608.7183
19_32_2012-11-09,6312.3308
19_33_2012-11-09,6244.4367
19_34_2012-11-09,15144.1175
19_35_2012-11-09,2758.1929
19_36_2012-11-09,2245.2751
19_37_2012-11-09,3721.0023
19_38_2012-11-09,77813.074
19_39_2012-11-09,9.7308
19_40_2012-11-09,55257.8982
19_41_2012-11-09,4896.3706
19_42_2012-11-09,6322.3507
19_44_2012-11-09,6001.8413
19_46_2012-11-09,19100.428
19_49_2012-11-09,4892.7387
19_50_2012-11-09,1138.175
19_52_2012-11-09,1736.873
19_54_2012-11-09,38.2368
19_55_2012-11-09,27130.9675
19_56_2012-11-09,897.4293
19_58_2012-11-09,4652.52
19_59_2012-11-09,490.1038
19_60_2012-11-09,539.8571
19_67_2012-11-09,11424.8569
19_71_2012-11-09,7802.4788
19_72_2012-11-09,73278.9055
19_74_2012-11-09,16863.053
19_79_2012-11-09,22016.2774
19_80_2012-11-09,22641.3973
19_81_2012-11-09,22237.4165
19_82_2012-11-09,24202.5813
19_83_2012-11-09,4653.0176
19_85_2012-11-09,4440.7737
19_87_2012-11-09,19296.2022
19_90_2012-11-09,74214.5129
19_91_2012-11-09,59549.4774
19_92_2012-11-09,99976.1934
19_93_2012-11-09,41460.5455
19_94_2012-11-09,33038.4905
19_95_2012-11-09,93285.197
19_96_2012-11-09,12060.9897
19_97_2012-11-09,20193.0729
19_98_2012-11-09,13507.6159
19_99_2012-11-09,95.0323
19_1_2012-11-16,24179.2668
19_2_2012-11-16,47960.4997
19_3_2012-11-16,13075.9548
19_4_2012-11-16,31565.4665
19_5_2012-11-16,32766.7165
19_6_2012-11-16,4865.9129
19_7_2012-11-16,43052.7689
19_8_2012-11-16,43677.8529
19_9_2012-11-16,38192.6868
19_10_2012-11-16,30480.7558
19_11_2012-11-16,19811.6294
19_12_2012-11-16,5331.456
19_13_2012-11-16,32040.4911
19_14_2012-11-16,21602.9631
19_16_2012-11-16,7121.0792
19_17_2012-11-16,17850.438
19_18_2012-11-16,22164.7718
19_19_2012-11-16,121.2347
19_20_2012-11-16,5652.1157
19_21_2012-11-16,7264.7454
19_22_2012-11-16,11781.2231
19_23_2012-11-16,29524.4683
19_24_2012-11-16,5891.5247
19_25_2012-11-16,12613.9841
19_26_2012-11-16,8640.2597
19_27_2012-11-16,3180.5067
19_28_2012-11-16,1206.0868
19_29_2012-11-16,6497.6251
19_30_2012-11-16,3212.4659
19_31_2012-11-16,4128.3835
19_32_2012-11-16,6563.7895
19_33_2012-11-16,6054.3957
19_34_2012-11-16,15685.4739
19_35_2012-11-16,2525.9449
19_36_2012-11-16,1840.3577
19_37_2012-11-16,3243.5806
19_38_2012-11-16,73209.4601
19_39_2012-11-16,11.2428
19_40_2012-11-16,53468.7973
19_41_2012-11-16,3566.5877
19_42_2012-11-16,6861.5079
19_44_2012-11-16,5742.3163
19_46_2012-11-16,18837.7262
19_49_2012-11-16,5143.1683
19_50_2012-11-16,1025.28
19_52_2012-11-16,1871.1711
19_55_2012-11-16,32026.5789
19_56_2012-11-16,895.1333
19_58_2012-11-16,4668.875
19_59_2012-11-16,471.8149
19_60_2012-11-16,517.9744
19_67_2012-11-16,11392.0466
19_71_2012-11-16,6575.3192
19_72_2012-11-16,73579.8265
19_74_2012-11-16,16819.3235
19_79_2012-11-16,20136.3821
19_80_2012-11-16,20946.0245
19_81_2012-11-16,20862.6592
19_82_2012-11-16,24571.3516
19_83_2012-11-16,4125.5077
19_85_2012-11-16,4309.9102
19_87_2012-11-16,18757.2629
19_90_2012-11-16,72378.0285
19_91_2012-11-16,51570.5567
19_92_2012-11-16,100000
19_93_2012-11-16,38645.7171
19_94_2012-11-16,32555.3359
19_95_2012-11-16,88365.744
19_96_2012-11-16,14032.1048
19_97_2012-11-16,18895.2141
19_98_2012-11-16,12761.585
19_1_2012-11-23,26452.0709
19_2_2012-11-23,52890.5702
19_3_2012-11-23,16041.4407
19_4_2012-11-23,32714.0671
19_5_2012-11-23,90214.997
19_6_2012-11-23,27028.7829
19_7_2012-11-23,88388.6073
19_8_2012-11-23,44567.4108
19_9_2012-11-23,37114.2391
19_10_2012-11-23,31429.4911
19_11_2012-11-23,24878.7104
19_12_2012-11-23,4233.5167
19_13_2012-11-23,32215.951
19_14_2012-11-23,59326.2463
19_16_2012-11-23,8162.7078
19_17_2012-11-23,22054.9543
19_18_2012-11-23,36035.7092
19_20_2012-11-23,8131.6213
19_21_2012-11-23,8990.5612
19_22_2012-11-23,25277.04
19_23_2012-11-23,36945.956
19_24_2012-11-23,15318.5801
19_25_2012-11-23,15164.8927
19_26_2012-11-23,13177.6964
19_27_2012-11-23,4353.8344
19_28_2012-11-23,1010.0737
19_29_2012-11-23,8854.9019
19_30_2012-11-23,3456.1919
19_31_2012-11-23,5246.1419
19_32_2012-11-23,8135.1695
19_33_2012-11-23,11873.8944
19_34_2012-11-23,18590.4418
19_35_2012-11-23,3168.3885
19_36_2012-11-23,2208.5846
19_37_2012-11-23,3471.1416
19_38_2012-11-23,67466.3861
19_39_2012-11-23,9.0344
19_40_2012-11-23,50701.2917
19_41_2012-11-23,5605.1415
19_42_2012-11-23,6383.3869
19_44_2012-11-23,8798.6568
19_46_2012-11-23,19107.3838
19_47_2012-11-23,-91.95
19_49_2012-11-23,3329.3677
19_50_2012-11-23,1034.4
19_52_2012-11-23,3584.6839
19_54_2012-11-23,50.0486
19_55_2012-11-23,59737.6272
19_56_2012-11-23,1630.6628
19_58_2012-11-23,5509.585
19_59_2012-11-23,1267.0985
19_60_2012-11-23,746.8415
19_67_2012-11-23,11390.2566
19_71_2012-11-23,10704.677
19_72_2012-11-23,73643.6386
19_74_2012-11-23,29559.8597
19_79_2012-11-23,21262.1609
19_80_2012-11-23,19937.005
19_81_2012-11-23,20785.0628
19_82_2012-11-23,28500.2761
19_83_2012-11-23,5063.8538
19_85_2012-11-23,4195.4432
19_87_2012-11-23,20139.714
19_90_2012-11-23,79417.0314
19_91_2012-11-23,49968.8252
19_92_2012-11-23,99963.7086
19_93_2012-11-23,40655.5083
19_94_2012-11-23,36421.1237
19_95_2012-11-23,88456.5074
19_96_2012-11-23,15416.5878
19_97_2012-11-23,20028.7558
19_98_2012-11-23,15804.998
19_99_2012-11-23,11176.4001
19_1_2012-11-30,46539.1618
19_2_2012-11-30,55465.8212
19_3_2012-11-30,13148.8111
19_4_2012-11-30,32963.7983
19_5_2012-11-30,50025.3801
19_6_2012-11-30,9092.1456
19_7_2012-11-30,67851.5837
19_8_2012-11-30,44399.8496
19_9_2012-11-30,33452.173
19_10_2012-11-30,32994.8695
19_11_2012-11-30,22275.3101
19_12_2012-11-30,4414.8257
19_13_2012-11-30,30899.3184
19_14_2012-11-30,28308.1886
19_16_2012-11-30,8016.9047
19_17_2012-11-30,19946.8856
19_18_2012-11-30,28088.1397
19_20_2012-11-30,7444.8103
19_21_2012-11-30,9081.4226
19_22_2012-11-30,18192.4461
19_23_2012-11-30,34115.0909
19_24_2012-11-30,8881.8208
19_25_2012-11-30,12382.1597
19_26_2012-11-30,7644.9326
19_27_2012-11-30,3683.342
19_28_2012-11-30,1634.6019
19_29_2012-11-30,8278.6298
19_30_2012-11-30,3514.2998
19_31_2012-11-30,3990.1388
19_32_2012-11-30,6760.2264
19_33_2012-11-30,7035.2351
19_34_2012-11-30,17712.4891
19_35_2012-11-30,3395.4027
19_36_2012-11-30,2655.2191
19_37_2012-11-30,3179.2533
19_38_2012-11-30,73986.0363
19_39_2012-11-30,9.6147
19_40_2012-11-30,54364.6879
19_41_2012-11-30,6632.2679
19_42_2012-11-30,6074.1301
19_44_2012-11-30,9529.7846
19_46_2012-11-30,19942.8761
19_49_2012-11-30,4486.1843
19_50_2012-11-30,1030.035
19_52_2012-11-30,2284.0925
19_54_2012-11-30,53.64
19_55_2012-11-30,29565.9314
19_56_2012-11-30,932.4518
19_58_2012-11-30,5385.98
19_59_2012-11-30,513.7212
19_60_2012-11-30,489.2421
19_67_2012-11-30,11347.3531
19_71_2012-11-30,9435.4925
19_72_2012-11-30,70485.3705
19_74_2012-11-30,19630.6275
19_79_2012-11-30,20938.0882
19_80_2012-11-30,21194.6759
19_81_2012-11-30,20929.0215
19_82_2012-11-30,25890.8971
19_83_2012-11-30,4939.2112
19_85_2012-11-30,4193.1227
19_87_2012-11-30,20882.2852
19_90_2012-11-30,75938.5255
19_91_2012-11-30,52370.6428
19_92_2012-11-30,99853.3486
19_93_2012-11-30,40529.5141
19_94_2012-11-30,34057.7749
19_95_2012-11-30,87141.1511
19_96_2012-11-30,14956.8263
19_97_2012-11-30,17932.8609
19_98_2012-11-30,14724.4211
19_99_2012-11-30,4278.9503
19_1_2012-12-07,35895.3527
19_2_2012-12-07,53065.6932
19_3_2012-12-07,16316.3527
19_4_2012-12-07,31642.1198
19_5_2012-12-07,46042.281
19_6_2012-12-07,6623.4748
19_7_2012-12-07,76245.6853
19_8_2012-12-07,45835.7532
19_9_2012-12-07,30682.9649
19_10_2012-12-07,31358.4608
19_11_2012-12-07,22324.1076
19_12_2012-12-07,4339.4148
19_13_2012-12-07,32343.4194
19_14_2012-12-07,29862.5243
19_16_2012-12-07,6902.7743
19_17_2012-12-07,18783.9948
19_18_2012-12-07,62093.1832
19_20_2012-12-07,5857.8225
19_21_2012-12-07,8243.2086
19_22_2012-12-07,13756.4585
19_23_2012-12-07,41397.4165
19_24_2012-12-07,10657.4852
19_25_2012-12-07,15796.7558
19_26_2012-12-07,9950.1002
19_27_2012-12-07,4172.223
19_28_2012-12-07,1236.9507
19_29_2012-12-07,9317.5213
19_30_2012-12-07,3326.5748
19_31_2012-12-07,4325.6299
19_32_2012-12-07,11741.1564
19_33_2012-12-07,10398.6175
19_34_2012-12-07,16451.2908
19_35_2012-12-07,3234.6842
19_36_2012-12-07,1945.7689
19_37_2012-12-07,3551.9616
19_38_2012-12-07,81087.0337
19_39_2012-12-07,8.14
19_40_2012-12-07,55641.3037
19_41_2012-12-07,4849.2967
19_42_2012-12-07,6852.7941
19_44_2012-12-07,8219.8866
19_46_2012-12-07,24623.2377
19_49_2012-12-07,4629.8822
19_50_2012-12-07,1152.395
19_52_2012-12-07,1805.2252
19_54_2012-12-07,43.7972
19_55_2012-12-07,23056.2913
19_56_2012-12-07,2639.209
19_58_2012-12-07,4047.21
19_59_2012-12-07,2259.6219
19_60_2012-12-07,833.43
19_67_2012-12-07,15677.2079
19_71_2012-12-07,7194.1067
19_72_2012-12-07,72795.649
19_74_2012-12-07,16125.8091
19_79_2012-12-07,21044.5627
19_80_2012-12-07,23158.8594
19_81_2012-12-07,22574.7886
19_82_2012-12-07,36273.1007
19_83_2012-12-07,4552.4424
19_85_2012-12-07,4540.6336
19_87_2012-12-07,19784.9474
19_90_2012-12-07,76358.0894
19_91_2012-12-07,59708.8141
19_92_2012-12-07,100000
19_93_2012-12-07,42623.7935
19_94_2012-12-07,32553.5037
19_95_2012-12-07,94173.104
19_96_2012-12-07,13730.934
19_97_2012-12-07,20842.5131
19_98_2012-12-07,13484.8175
19_99_2012-12-07,1031.1501
19_1_2012-12-14,48169.29
19_2_2012-12-14,54007.5262
19_3_2012-12-14,19191.7554
19_4_2012-12-14,31264.7211
19_5_2012-12-14,55396.421
19_6_2012-12-14,9717.0055
19_7_2012-12-14,83812.6783
19_8_2012-12-14,46958.1366
19_9_2012-12-14,29012.3551
19_10_2012-12-14,31345.5478
19_11_2012-12-14,22388.0282
19_12_2012-12-14,4118.8497
19_13_2012-12-14,30910.9888
19_14_2012-12-14,36103.3165
19_16_2012-12-14,7077.99
19_17_2012-12-14,20995.1109
19_18_2012-12-14,46021.4131
19_19_2012-12-14,532.8571
19_20_2012-12-14,5910.2296
19_21_2012-12-14,8354.4822
19_22_2012-12-14,16751.6902
19_23_2012-12-14,48739.8031
19_24_2012-12-14,10896.8136
19_25_2012-12-14,15379.3388
19_26_2012-12-14,11333.4005
19_27_2012-12-14,5029.1462
19_28_2012-12-14,1270.3574
19_29_2012-12-14,13139.5186
19_30_2012-12-14,3264.3921
19_31_2012-12-14,5095.0232
19_32_2012-12-14,16455.3268
19_33_2012-12-14,11731.1382
19_34_2012-12-14,16267.1176
19_35_2012-12-14,3060.0248
19_36_2012-12-14,2061.7339
19_37_2012-12-14,3503.0235
19_38_2012-12-14,75933.7173
19_39_2012-12-14,8.9489
19_40_2012-12-14,54674.13
19_41_2012-12-14,5729.7178
19_42_2012-12-14,6437.3846
19_44_2012-12-14,7904.9019
19_46_2012-12-14,29604.3233
19_49_2012-12-14,4670.305
19_50_2012-12-14,1116.29
19_52_2012-12-14,1845.9264
19_55_2012-12-14,33208.7332
19_56_2012-12-14,2338.8356
19_58_2012-12-14,3936.5197
19_59_2012-12-14,3654.1396
19_60_2012-12-14,860.777
19_67_2012-12-14,21973.5416
19_71_2012-12-14,7438.2593
19_72_2012-12-14,74872.1264
19_74_2012-12-14,15928.7975
19_79_2012-12-14,20653.3745
19_80_2012-12-14,23132.8232
19_81_2012-12-14,22237.3055
19_82_2012-12-14,49661.5823
19_83_2012-12-14,4641.9053
19_85_2012-12-14,9085.1073
19_87_2012-12-14,19658.9684
19_90_2012-12-14,74183.8267
19_91_2012-12-14,55323.2939
19_92_2012-12-14,100000
19_93_2012-12-14,39969.6641
19_94_2012-12-14,32418.2518
19_95_2012-12-14,90105.7104
19_96_2012-12-14,12311.682
19_97_2012-12-14,19622.9249
19_98_2012-12-14,13544.7581
19_99_2012-12-14,1169.4079
19_1_2012-12-21,51920.1931
19_2_2012-12-21,61126.4928
19_3_2012-12-21,22501.8932
19_4_2012-12-21,31128.0332
19_5_2012-12-21,71000.7984
19_6_2012-12-21,14112.484
19_7_2012-12-21,89826.4246
19_8_2012-12-21,47258.7064
19_9_2012-12-21,31249.0764
19_10_2012-12-21,31121.7604
19_11_2012-12-21,22344.641
19_12_2012-12-21,4450.2528
19_13_2012-12-21,31300.2425
19_14_2012-12-21,37938.6839
19_16_2012-12-21,6343.4594
19_17_2012-12-21,27238.2769
19_18_2012-12-21,38970.0932
19_20_2012-12-21,6575.1566
19_21_2012-12-21,9167.2698
19_22_2012-12-21,19117.0818
19_23_2012-12-21,76607.2987
19_24_2012-12-21,11630.5133
19_25_2012-12-21,16885.3668
19_26_2012-12-21,10985.2522
19_27_2012-12-21,7313.0039
19_28_2012-12-21,1300.3088
19_29_2012-12-21,18171.2184
19_30_2012-12-21,3369.9415
19_31_2012-12-21,8064.9669
19_32_2012-12-21,39645.5123
19_33_2012-12-21,16029.6839
19_34_2012-12-21,17595.6473
19_35_2012-12-21,3594.9502
19_36_2012-12-21,3038.6702
19_37_2012-12-21,3345.2469
19_38_2012-12-21,73837.7159
19_39_2012-12-21,7.4518
19_40_2012-12-21,54248.6083
19_41_2012-12-21,6856.5618
19_42_2012-12-21,6404.1583
19_44_2012-12-21,8473.0973
19_46_2012-12-21,39181.4445
19_49_2012-12-21,4835.0154
19_50_2012-12-21,1040.2
19_52_2012-12-21,1707.5954
19_54_2012-12-21,65.4962
19_55_2012-12-21,30418.3341
19_56_2012-12-21,1716.0344
19_58_2012-12-21,4647.55
19_59_2012-12-21,4896.6948
19_60_2012-12-21,822.378
19_67_2012-12-21,31316.8586
19_71_2012-12-21,5987.245
19_72_2012-12-21,73453.4816
19_74_2012-12-21,15963.5454
19_79_2012-12-21,20526.9321
19_80_2012-12-21,23671.2978
19_81_2012-12-21,21760.9568
19_82_2012-12-21,76875.82
19_83_2012-12-21,5425.3042
19_85_2012-12-21,10173.0574
19_87_2012-12-21,19591.5454
19_90_2012-12-21,75810.4358
19_91_2012-12-21,53870.7819
19_92_2012-12-21,100000
19_93_2012-12-21,38162.1392
19_94_2012-12-21,33156.2143
19_95_2012-12-21,91136.726
19_96_2012-12-21,13427.0354
19_97_2012-12-21,19195.3703
19_98_2012-12-21,14254.9285
19_99_2012-12-21,561.129
19_1_2012-12-28,21774.3163
19_2_2012-12-28,52828.4192
19_3_2012-12-28,14019.8657
19_4_2012-12-28,31637.2148
19_5_2012-12-28,76046.8123
19_6_2012-12-28,20583.6741
19_7_2012-12-28,43004.5639
19_8_2012-12-28,42219.735
19_9_2012-12-28,31860.4547
19_10_2012-12-28,31003.5525
19_11_2012-12-28,23618.6344
19_12_2012-12-28,3618.2867
19_13_2012-12-28,29924.2254
19_14_2012-12-28,57196.7521
19_16_2012-12-28,7837.3211
19_17_2012-12-28,19454.5373
19_18_2012-12-28,28270.9608
19_20_2012-12-28,5964.9355
19_21_2012-12-28,7816.7869
19_22_2012-12-28,23859.3982
19_23_2012-12-28,32716.9657
19_24_2012-12-28,13655.5287
19_25_2012-12-28,13498.7162
19_26_2012-12-28,12902.7417
19_27_2012-12-28,3310.5429
19_28_2012-12-28,1061.5188
19_29_2012-12-28,8747.3661
19_30_2012-12-28,3310.5487
19_31_2012-12-28,3142.5802
19_32_2012-12-28,10530.7765
19_33_2012-12-28,5055.1334
19_34_2012-12-28,15947.321
19_35_2012-12-28,2724.1418
19_36_2012-12-28,2768.6515
19_37_2012-12-28,3130.8655
19_38_2012-12-28,67274.4785
19_39_2012-12-28,10.946
19_40_2012-12-28,52410.8863
19_41_2012-12-28,6019.1074
19_42_2012-12-28,5045.7819
19_44_2012-12-28,7110.5794
19_46_2012-12-28,27087.0986
19_47_2012-12-28,132.9308
19_49_2012-12-28,4224.0956
19_50_2012-12-28,1007.85
19_52_2012-12-28,1562.7393
19_54_2012-12-28,63.3532
19_55_2012-12-28,59050.5774
19_56_2012-12-28,1245.7012
19_58_2012-12-28,4691.115
19_59_2012-12-28,3648.865
19_60_2012-12-28,273.152
19_67_2012-12-28,12585.0488
19_71_2012-12-28,8136.0806
19_72_2012-12-28,81930.1394
19_74_2012-12-28,22327.2219
19_79_2012-12-28,20152.0656
19_80_2012-12-28,19924.0093
19_81_2012-12-28,17504.1966
19_82_2012-12-28,47247.6874
19_83_2012-12-28,5657.9662
19_85_2012-12-28,5481.9689
19_87_2012-12-28,19246.3128
19_90_2012-12-28,74124.2738
19_91_2012-12-28,48092.0565
19_92_2012-12-28,99952.5584
19_93_2012-12-28,35332.1612
19_94_2012-12-28,33290.4374
19_95_2012-12-28,85435.4745
19_96_2012-12-28,14550.34
19_97_2012-12-28,17083.7473
19_98_2012-12-28,14920.6082
19_99_2012-12-28,627.4095
19_1_2013-01-04,12580.0726
19_2_2013-01-04,44708.3962
19_3_2013-01-04,18855.4959
19_4_2013-01-04,32066.6568
19_5_2013-01-04,25455.088
19_6_2013-01-04,2647.2834
19_7_2013-01-04,18609.3236
19_8_2013-01-04,41248.2608
19_9_2013-01-04,13527.0194
19_10_2013-01-04,24851.949
19_11_2013-01-04,17568.2192
19_12_2013-01-04,4479.8218
19_13_2013-01-04,32962.7638
19_14_2013-01-04,15248.0548
19_16_2013-01-04,5788.3926
19_17_2013-01-04,15904.0387
19_18_2013-01-04,10154.7373
19_20_2013-01-04,5196.486
19_21_2013-01-04,5695.1087
19_22_2013-01-04,10647.4195
19_23_2013-01-04,18918.3797
19_24_2013-01-04,2977.1486
19_25_2013-01-04,10240.3693
19_26_2013-01-04,4559.3901
19_27_2013-01-04,2415.124
19_28_2013-01-04,863.7329
19_29_2013-01-04,4838.0211
19_30_2013-01-04,2885.2587
19_31_2013-01-04,2587.2805
19_32_2013-01-04,4418.9715
19_33_2013-01-04,3067.3269
19_34_2013-01-04,10115.4257
19_35_2013-01-04,2166.3159
19_36_2013-01-04,2011.0264
19_37_2013-01-04,2988.2918
19_38_2013-01-04,82010.5526
19_39_2013-01-04,6.9494
19_40_2013-01-04,54746.0228
19_41_2013-01-04,2761.989
19_42_2013-01-04,5319.539
19_44_2013-01-04,4641.1811
19_46_2013-01-04,16747.5215
19_49_2013-01-04,5395.2295
19_50_2013-01-04,1070.76
19_52_2013-01-04,1363.9952
19_55_2013-01-04,11694.039
19_56_2013-01-04,452.339
19_58_2013-01-04,2669.38
19_59_2013-01-04,488.1539
19_60_2013-01-04,522.5097
19_67_2013-01-04,8472.9784
19_71_2013-01-04,5208.9313
19_72_2013-01-04,63425.3889
19_74_2013-01-04,18528.524
19_79_2013-01-04,20670.5001
19_80_2013-01-04,21857.1251
19_81_2013-01-04,21167.1088
19_82_2013-01-04,19785.7477
19_83_2013-01-04,4838.5129
19_85_2013-01-04,3434.9478
19_87_2013-01-04,15867.1832
19_90_2013-01-04,69930.2408
19_91_2013-01-04,60292.6197
19_92_2013-01-04,100000
19_93_2013-01-04,39533.3479
19_94_2013-01-04,37658.3365
19_95_2013-01-04,86417.9081
19_96_2013-01-04,10777.0614
19_97_2013-01-04,19498.2137
19_98_2013-01-04,12267.3474
19_1_2013-01-11,12726.1975
19_2_2013-01-11,43879.8985
19_3_2013-01-11,18527.884
19_4_2013-01-11,28802.0372
19_5_2013-01-11,26123.7692
19_6_2013-01-11,2464.2052
19_7_2013-01-11,16712.1113
19_8_2013-01-11,40031.3806
19_9_2013-01-11,13744.4797
19_10_2013-01-11,23135.5464
19_11_2013-01-11,16260.6026
19_12_2013-01-11,4550.8957
19_13_2013-01-11,31569.9461
19_14_2013-01-11,15163.7433
19_16_2013-01-11,4941.2939
19_17_2013-01-11,15809.0303
19_18_2013-01-11,3970.8797
19_20_2013-01-11,5370.1722
19_21_2013-01-11,5521.9681
19_22_2013-01-11,10361.6474
19_23_2013-01-11,18379.5658
19_24_2013-01-11,2696.1317
19_25_2013-01-11,8901.8582
19_26_2013-01-11,4862.2698
19_27_2013-01-11,2400.9015
19_28_2013-01-11,889.578
19_29_2013-01-11,4778.0987
19_30_2013-01-11,2959.0652
19_31_2013-01-11,2335.5287
19_32_2013-01-11,5039.7566
19_33_2013-01-11,3055.1342
19_34_2013-01-11,10129.4224
19_35_2013-01-11,2038.3103
19_36_2013-01-11,1825.8529
19_37_2013-01-11,2953.6349
19_38_2013-01-11,81469.2941
19_39_2013-01-11,6.6074
19_40_2013-01-11,55016.9129
19_41_2013-01-11,1690.0929
19_42_2013-01-11,5969.7913
19_44_2013-01-11,4560.9333
19_46_2013-01-11,16839.5653
19_49_2013-01-11,5775.3095
19_50_2013-01-11,1113
19_52_2013-01-11,1423.1065
19_55_2013-01-11,11239.4104
19_56_2013-01-11,441.3187
19_58_2013-01-11,2491.68
19_59_2013-01-11,369.4483
19_60_2013-01-11,513.778
19_67_2013-01-11,8289.0592
19_71_2013-01-11,5024.6736
19_72_2013-01-11,62203.6533
19_74_2013-01-11,18288.4459
19_79_2013-01-11,20955.5417
19_80_2013-01-11,21759.9586
19_81_2013-01-11,21147.4085
19_82_2013-01-11,19318.274
19_83_2013-01-11,4726.1614
19_85_2013-01-11,3366.5908
19_87_2013-01-11,15349.4032
19_90_2013-01-11,68600.7017
19_91_2013-01-11,59628.2269
19_92_2013-01-11,100000
19_93_2013-01-11,39460.5763
19_94_2013-01-11,37418.4342
19_95_2013-01-11,86242.8542
19_96_2013-01-11,10586.3597
19_97_2013-01-11,19105.3666
19_98_2013-01-11,11976.7178
19_1_2013-01-18,13893.2467
19_2_2013-01-18,45090.3126
19_3_2013-01-18,18818.3478
19_4_2013-01-18,28513.3259
19_5_2013-01-18,23968.5701
19_6_2013-01-18,2674.3556
19_7_2013-01-18,17880.3409
19_8_2013-01-18,40991.0505
19_9_2013-01-18,15308.9877
19_10_2013-01-18,24997.4543
19_11_2013-01-18,16170.7385
19_12_2013-01-18,4615.5938
19_13_2013-01-18,31856.7886
19_14_2013-01-18,15851.9874
19_16_2013-01-18,4950.939
19_17_2013-01-18,15923.0457
19_18_2013-01-18,8128.3874
19_20_2013-01-18,5422.6382
19_21_2013-01-18,5521.5995
19_22_2013-01-18,10434.789
19_23_2013-01-18,19052.8865
19_24_2013-01-18,2729.9964
19_25_2013-01-18,9359.4884
19_26_2013-01-18,4754.0084
19_27_2013-01-18,2427.4914
